Manufacturer number,Article Number,EAN,Technical details,Product category,Technical specifications,Picture normal reduced,Depth m,Width m,Length m,Weight kg,Delivery time days,Type of product,Price quantity,ETIM Features,ETIM,ECLASS Features,ECLASS,PROFICLASS Features,PROFICLASS,Product features,Short description,Short description 2,Long description,Language,Manufacturer name,Is Complete,Missing Fields Count,Description Quality
0 601 9H6 400,06019H6400,,"§Titel§Akku-Winkelschleifer BITURBO mit X-LOCK GWX 18V-15 C Professional§|§Neuheit bis§01.07.2020§|§Verpackungsabmessungen (Breite)§360§mm|§Verpackungsabmessungen (Länge)§450§mm|§Verpackungsabmessungen (Höhe)§155§mm|§Verpackungsabmessungen (Breite x Länge x Höhe)§360 x 450 x 155§mm|§Akkuspannung§18,0 V§|§Gewicht inkl. Akku§3,3§kg|§Leerlaufdrehzahl, bis zu§9.800§min-1|§Leerlaufdrehzahl§9.800§min-1|§Gewicht exkl. Akku§2,3§kg|§Scheiben-Ø§125§mm|§Unterteilung der Produktkategorien§Akku-Winkelschleifer BITURBO mit X-LOCK§",,,'https://www.nexmart.com/media/catalog/ampshare/bosch/img-rd-304190-117_jpg/detail.jpg/normal.jpg,0.155,0.36,0.45,1.865,,main_product,1,,,,,,,,"Akku-Winkelschleifer BITURBO mit X-LOCK GWX 18V-15 C, L-BOXX",GWX 18V-15 C 125mm (L) solo CLC,"Akku-Winkelschleifer BITURBO mit X-LOCK GWX 18V-15 C, Der GWX 18V-15 C Professional ist der leistungsstarke Akku-Schleifer von Bosch in der 18V-Kategorie mit Leistungskapazität für industrielle Anwendungen. Dank seines starken, umfassend für die ProCORE18V-Akkutechnologie optimierten bürstenlosen Motors stellt er eine Akkuleistung entsprechend der Leistungsstärke eines kabelgebundenen Geräts mit 1.500 W bereit. Dieser kleine Winkelschleifer ist mit dem schlüssellosen Klick-System X-LOCK ausgestattet, und ermöglicht damit ein schnelles und bequemes Wechseln der Einsatzwerkzeuge. Das Werkzeug kann mit einem optionalen Bluetooth Connectivity-Modul nachgerüstet werden. Der Schleifer bietet vollständige Werkzeugkontrolle dank X-LOCK, KickBack Control, Drop Control und der intelligenten Schnellbremse „X-Brake“. Ist geeignet zum Abschleifen und Trennen von Metall. Ist kompatibel mit allen Bosch Professional 18V-Akkus und -Ladegeräten (Professional 18V System) – maximale Leistung mit ProCORE18V = 5,5 Ah – sowie mit den Staubabsaugvorrichtungen GDE 115/125 FC-T Professional und GDE 125 EA-T Professional. Auch kompatibel mit AMPShare, der markenübergreifenden Akku-Allianz. Der GWX 18V-15 C Professional zeichnet sich zudem durch konstante Drehzahl, Überlastschutz, eine schlüssellose Schutzhaube, Wiederanlaufschutz, Sanftanlauf und Vibration Control aus. Schutzhaube (1 605 510 365). Zusatzhandgriff Vibration Control (2 602 025 171). 1/1 L-BOXX-Einlage für Gerät und Ladegerät (1 600 A01 166). L-BOXX 136 (1 600 A01 2G0)",de,BOSCH,False,11,bad
0 601 9H6 400,06019H6400,,"§Titel§Akku-Winkelschleifer BITURBO mit X-LOCK GWX 18V-15 C Professional§|§Neuheit bis§01.07.2020§|§Verpackungsabmessungen (Breite)§360§mm|§Verpackungsabmessungen (Länge)§450§mm|§Verpackungsabmessungen (Höhe)§155§mm|§Verpackungsabmessungen (Breite x Länge x Höhe)§360 x 450 x 155§mm|§Akkuspannung§18,0 V§|§Gewicht inkl. Akku§3,3§kg|§Leerlaufdrehzahl, bis zu§9.800§min-1|§Leerlaufdrehzahl§9.800§min-1|§Gewicht exkl. Akku§2,3§kg|§Scheiben-Ø§125§mm|§Unterteilung der Produktkategorien§Akku-Winkelschleifer BITURBO mit X-LOCK§",,,'https://www.nexmart.com/media/catalog/ampshare/bosch/img-rd-304190-117_jpg/detail.jpg/normal.jpg,0.155,0.36,0.45,1.865,,main_product,1,,,,,,,,"Cordless angle grinder BITURBO with X-LOCK GWX 18V-15 C, L-BOXX",GWX 18V-15 C 125mm (L) solo CLC,,en,BOSCH,False,12,bad
0 601 7B0 100,06017B0100,,"§Titel§Akku-Winkelschleifer mit X-LOCK GWX 18V-10 Professional§|§Neuheit bis§01.08.2020§|§Verpackungsabmessungen (Breite)§135§mm|§Verpackungsabmessungen (Länge)§390§mm|§Verpackungsabmessungen (Höhe)§70§mm|§Verpackungsabmessungen (Breite x Länge x Höhe)§135 x 390 x 70§mm|§Akkuspannung§18,0 V§|§Leerlaufdrehzahl, bis zu§9.000§min-1|§Leerlaufdrehzahl§9.000§min-1|§Gewicht exkl. Akku§2§kg|§Scheiben-Ø§125§mm|§Unterteilung der Produktkategorien§Akku-Winkelschleifer mit X-LOCK§",,,'https://www.nexmart.com/media/catalog/ampshare/bosch/img-rd-329425-117_jpg/detail.jpg/normal.jpg,0.07,0.135,0.39,1.545,,main_product,1,,,,,,,,Akku-Winkelschleifer mit X-LOCK GWX 18V-10,"GWX 18V-10 (C, 125 mm) solo CLC","Akku-Winkelschleifer mit X-LOCK GWX 18V-10, Der kleine Akku-Winkelschleifer GWX 18V-10 Professional mit X-LOCK bietet eine verbesserte Leistungsfähigkeit und Werkzeugkontrolle im 18V-Segment. Er bietet dank dem leistungsstarken bürstenlosen Motor und der ProCORE18V-Akkutechnologie über den Akku dieselbe Leistung wie ein kabelgebundener Schleifer mit 1.000 Watt. Dieser kleine Winkelschleifer ist mit dem schlüssellosen Klick-System X-LOCK ausgestattet, und ermöglicht damit ein schnelles und bequemes Wechseln der Einsatzwerkzeuge. Darüber hinaus verfügt er über Drop Control, KickBack Control und X-Brake, wodurch maximaler Anwenderschutz und Komfort sichergestellt sind. Das Werkzeug eignet sich zum Schneiden und Abschleifen von Metall, Stein und Beton. Es ist kompatibel mit den Staubabsaugvorrichtungen GDE 125 EA-T Professional und GDE 115 / 125 FC-T Professional sowie mit allen Bosch Professional 18V-Akkus und -Ladegeräten (Professional 18V System). Auch kompatibel mit AMPShare, der markenübergreifenden Akku-Allianz. Der GWX 18V-10 Professional verfügt außerdem über eine Schutzhaube und einen Handgriff mit Vibration Control. Karton. Schutzhaube (1 605 510 365). Zusatzhandgriff (1 602 025 024)",de,BOSCH,False,11,bad
0 601 7B0 100,06017B0100,,"§Titel§Akku-Winkelschleifer mit X-LOCK GWX 18V-10 Professional§|§Neuheit bis§01.08.2020§|§Verpackungsabmessungen (Breite)§135§mm|§Verpackungsabmessungen (Länge)§390§mm|§Verpackungsabmessungen (Höhe)§70§mm|§Verpackungsabmessungen (Breite x Länge x Höhe)§135 x 390 x 70§mm|§Akkuspannung§18,0 V§|§Leerlaufdrehzahl, bis zu§9.000§min-1|§Leerlaufdrehzahl§9.000§min-1|§Gewicht exkl. Akku§2§kg|§Scheiben-Ø§125§mm|§Unterteilung der Produktkategorien§Akku-Winkelschleifer mit X-LOCK§",,,'https://www.nexmart.com/media/catalog/ampshare/bosch/img-rd-329425-117_jpg/detail.jpg/normal.jpg,0.07,0.135,0.39,1.545,,main_product,1,,,,,,,,Cordless angle grinder with X-LOCK GWX 18V-10,"GWX 18V-10 (C, 125 mm) solo CLC",,en,BOSCH,False,12,bad
0 601 9H5 202,06019H5202,,"§Titel§Akku-Bohrschrauber GSR 18V-55 Professional§|§Neuheit bis§01.07.2020§|§Verpackungsabmessungen (Breite)§263§mm|§Verpackungsabmessungen (Länge)§323§mm|§Verpackungsabmessungen (Höhe)§114§mm|§Verpackungsabmessungen (Breite x Länge x Höhe)§263 x 323 x 114§mm|§Bohr-Ø Holz, max.§35§mm|§Akkuspannung§18,0 V§|§Drehmoment (weich)§28§Nm|§Drehmoment (hart)§55§Nm|§Drehmoment (weich/hart/max.)§28/55/-§Nm|§Akkutyp§Lithium-Ionen§|§Leerlaufdrehzahl, 1. Gang, von§0§min-1|§Leerlaufdrehzahl, 1. Gang, bis§460§min-1|§Leerlaufdrehzahl, 2. Gang, von§0§min-1|§Leerlaufdrehzahl, 2. Gang, bis§1.800§min-1|§Leerlaufdrehzahl (1. Gang / 2. Gang)§0 – 460 / 0 – 1.800§min-1|§Bohrfutterspannbereich, min.§1,5§mm|§Bohrfutterspannbereich, max.§13§mm|§Bohrfutterspannbereich, min./max.§1,5 / 13§mm|§Gewicht exkl. Akku§1§kg|§Drehmomentstufen (Standard)§20§|§Drehmomentstufen (zusätzlich)§1§|§Drehmomentstufen§20+1§|§Bohr-Ø Stahl, max.§13§mm|§Schrauben-Ø, max.§10§mm|§Unterteilung der Produktkategorien§Akku-Bohrschrauber§",,,'https://www.nexmart.com/media/catalog/ampshare/bosch/img-rd-375508-117_jpg/detail.jpg/normal.jpg,0.114,0.263,0.32299999999999995,1.6840000000000002,,main_product,1,,,,,,,,Akku-Bohrschrauber GSR 18V-55 ohne Akku und Ladegerät,GSR 18V-55 solo carton,"Akku-Bohrschrauber GSR 18V-55, Der leistungsstarke Akku-Bohrschrauber GSR 18V-55 Professional mit bürstenlosem Motor ist das ideale Einstiegswerkzeug im 18V-Segment von Bosch. Robust und leistungsstark mit einem großen Leistungspotenzial von 55 Nm und 1.800 min⁻¹ bietet das Gerät mühelos höchste Effizienz am Arbeitsplatz, insbesondere beim Arbeiten in Holz und Metall. Dank seines 13-mm-Metallbohrfutters von Roehm ist es robust und bietet für ein breites Spektrum an Bohr- und Schraubanwendungen die ideale Kraftübertragung. Für eine längere Werkzeuglebensdauer und eine höhere Akkulaufleistung ist es mit einem bürstenlosen Motor ausgestattet. Der Bohrschrauber ist für das Bohren in Holz bis zu 35 mm und in Stahl bis zu 13 mm und für Schraubdurchmesser bis zu 10 mm geeignet. Das Gerät ist kompatibel mit allen Bosch Professional 18V-Akkus inkl. ProCORE18V-Akkus und -Ladegeräte (Professional 18V System). Auch kompatibel mit AMPShare, der markenübergreifenden Akku-Allianz. Karton",de,BOSCH,False,11,bad
0 601 9H5 202,06019H5202,,"§Titel§Akku-Bohrschrauber GSR 18V-55 Professional§|§Neuheit bis§01.07.2020§|§Verpackungsabmessungen (Breite)§263§mm|§Verpackungsabmessungen (Länge)§323§mm|§Verpackungsabmessungen (Höhe)§114§mm|§Verpackungsabmessungen (Breite x Länge x Höhe)§263 x 323 x 114§mm|§Bohr-Ø Holz, max.§35§mm|§Akkuspannung§18,0 V§|§Drehmoment (weich)§28§Nm|§Drehmoment (hart)§55§Nm|§Drehmoment (weich/hart/max.)§28/55/-§Nm|§Akkutyp§Lithium-Ionen§|§Leerlaufdrehzahl, 1. Gang, von§0§min-1|§Leerlaufdrehzahl, 1. Gang, bis§460§min-1|§Leerlaufdrehzahl, 2. Gang, von§0§min-1|§Leerlaufdrehzahl, 2. Gang, bis§1.800§min-1|§Leerlaufdrehzahl (1. Gang / 2. Gang)§0 – 460 / 0 – 1.800§min-1|§Bohrfutterspannbereich, min.§1,5§mm|§Bohrfutterspannbereich, max.§13§mm|§Bohrfutterspannbereich, min./max.§1,5 / 13§mm|§Gewicht exkl. Akku§1§kg|§Drehmomentstufen (Standard)§20§|§Drehmomentstufen (zusätzlich)§1§|§Drehmomentstufen§20+1§|§Bohr-Ø Stahl, max.§13§mm|§Schrauben-Ø, max.§10§mm|§Unterteilung der Produktkategorien§Akku-Bohrschrauber§",,,'https://www.nexmart.com/media/catalog/ampshare/bosch/img-rd-375508-117_jpg/detail.jpg/normal.jpg,0.114,0.263,0.32299999999999995,1.6840000000000002,,main_product,1,,,,,,,,Cordless drill driver GSR 18V-55 without battery and charger,GSR 18V-55 solo carton,,en,BOSCH,False,12,bad
0 601 4A3 100,06014A3100,,"§Titel§Radio GPB 18V-2 SC Professional§|§Neuheit bis§01.06.2021§|§Verpackungsabmessungen (Breite)§200§mm|§Verpackungsabmessungen (Länge)§372§mm|§Verpackungsabmessungen (Höhe)§160§mm|§Verpackungsabmessungen (Breite x Länge x Höhe)§200 x 372 x 160§mm|§Akkuspannung§18,0 V§|§Radiofrequenzbereich FM, von§87,5§MHz|§Radiofrequenzbereich FM, bis zu§108§MHz|§Radiofrequenzbereich FM§87,5 – 108§MHz|§Radiofrequenzbereich DAB+, von§174,928§MHz|§Radiofrequenzbereich DAB+, bis§239,2§MHz|§Radiofrequenzbereich DAB+§174,928 – 239,2§MHz|§Speicherplätze FM§8§|§Speicherplätze DAB+§8§|§Eingangsspannung(en) Akku, von§18§V|§Eingangsspannung(en) Akku§18§V|§Speicherplätze§16§|§Eingangsspannung(en) Netz, von§100§V|§Eingangsspannung(en) Netz, bis zu§240§V|§Eingangsspannung(en) Netz§100 – 240§V|§Ausgangsspannung(en) Netz§18§V|§Gewicht exkl. Akku§2,5§kg|§Nennleistung Verstärker (bei Netzbetrieb)§15§W|§Unterteilung der Produktkategorien§Radio§",,,'https://www.nexmart.com/media/catalog/ampshare/bosch/img-rd-332751-117_jpg/detail.jpg/normal.jpg,0.16,0.2,0.37200000000000005,2.89,,main_product,1,,,,,,,,,GPB 18V-2 SC (C) CLC,"Radio GPB 18V-2 SC, Das GPB 18V-2 SC Professional bietet flexible, mobile und digitale Radiounterhaltung mit DAB+ und Bluetooth®-Empfang. Dieses Gerät liefert den ganzen Tag lang den perfekten Soundtrack für angenehmes Arbeiten – dank seiner extremen Flexibilität mit DAB+, Bluetooth®, FM-Empfang und AUX-Option. Es kann mit einem 18V-Akku oder mit Netzstrom betrieben werden und bietet eine intuitive Bedienung, schnelle Einrichtung, USB-Lademöglichkeit und IP 54-Schutz. Das Radio ist senkrecht oder waagerecht aufstellbar und verfügt sowohl über einen Griff als auch einen Haken für einfachen Transport und praktische Lagerung. Diese Vorteile werden zusätzlich durch ein kompaktes Design unterstützt. Dank seiner Funktion zur Verbindung von zwei Radios mit einem Smartphone kann der Benutzer einen einzigartigen Stereoklang genießen. Dieses Radio wurde für digitalen Radioempfang und die Wiedergabe von Musik über Smartphones entwickelt. Das Gerät ist mit Bosch Professional 18V-Akkus kompatibel (1,5 bis 8 Ah). Kompatibel mit dem Bosch Professional 18V System und mit der markenübergreifenden AMPShare Akku Allianz. Die zwei Lautsprecher des GPB 18V-2 SC Professional mit insgesamt 15 Watt liefern einen hervorragenden Klang, während die zusätzlichen Passivmembranen für eine bessere Basswiedergabe sorgen. Karton. 1 x DC-in Netzadapter (ET-Nr. 1 619 PB4 880). 1 x Aux-Kabel. 1 x 3 V CR2032 Lithium-Knopfzellenbatterie",de,BOSCH,False,12,bad
0 601 4A3 100,06014A3100,,"§Titel§Radio GPB 18V-2 SC Professional§|§Neuheit bis§01.06.2021§|§Verpackungsabmessungen (Breite)§200§mm|§Verpackungsabmessungen (Länge)§372§mm|§Verpackungsabmessungen (Höhe)§160§mm|§Verpackungsabmessungen (Breite x Länge x Höhe)§200 x 372 x 160§mm|§Akkuspannung§18,0 V§|§Radiofrequenzbereich FM, von§87,5§MHz|§Radiofrequenzbereich FM, bis zu§108§MHz|§Radiofrequenzbereich FM§87,5 – 108§MHz|§Radiofrequenzbereich DAB+, von§174,928§MHz|§Radiofrequenzbereich DAB+, bis§239,2§MHz|§Radiofrequenzbereich DAB+§174,928 – 239,2§MHz|§Speicherplätze FM§8§|§Speicherplätze DAB+§8§|§Eingangsspannung(en) Akku, von§18§V|§Eingangsspannung(en) Akku§18§V|§Speicherplätze§16§|§Eingangsspannung(en) Netz, von§100§V|§Eingangsspannung(en) Netz, bis zu§240§V|§Eingangsspannung(en) Netz§100 – 240§V|§Ausgangsspannung(en) Netz§18§V|§Gewicht exkl. Akku§2,5§kg|§Nennleistung Verstärker (bei Netzbetrieb)§15§W|§Unterteilung der Produktkategorien§Radio§",,,'https://www.nexmart.com/media/catalog/ampshare/bosch/img-rd-332751-117_jpg/detail.jpg/normal.jpg,0.16,0.2,0.37200000000000005,2.89,,main_product,1,,,,,,,,Radio GPB 18V-2 SC,GPB 18V-2 SC (C) CLC,,en,BOSCH,False,12,bad
0 601 B43 000,0601B43000,,"§Neigungseinstellung, links§47§°|§Neigungseinstellung, rechts§47§°|§Neigungseinstellung§47 ° L / 47 ° R§|§Titel§Akku-Kapp- und Gehrungssäge BITURBO GCM 18V-305 GDC Professional§|§Neuheit bis§01.12.2020§|§SOL Datum§20.11.2020§|§Verpackungsabmessungen (Breite)§585§mm|§Verpackungsabmessungen (Länge)§783§mm|§Verpackungsabmessungen (Höhe)§572§mm|§Verpackungsabmessungen (Breite x Länge x Höhe)§585 x 783 x 572§mm|§Akkuspannung§18,0 V§|§Sägeblattdurchmesser§305§mm|§Gewicht§26,6§kg|§Schnittkapazität bei 0°, Höhe§104§mm|§Schnittkapazität bei 0°, Breite§341§mm|§Schnittkapazität 0°§104 x 341§mm|§Schneidekapazität 0° mit Abstandshalter (max. vertikal), Höhe§120§mm|§Schneidekapazität 0° mit Abstandshalter (max. vertikal), Breite§200§mm|§Schnittkapazität 0° mit Abstandshalter (max. vertikal)§120 x 200§mm|§Schneidekapazität 0° mit Abstandshalter (max. horizontal), Höhe§45§mm|§Schneidekapazität 0° mit Abstandshalter (max. horizontal), Breite§400§mm|§Schnittkapazität 0° mit Abstandshalter (max. horizontal)§45 x 400§mm|§Schnittkapazität bei 45° Gehrung, Höhe§104§mm|§Schnittkapazität bei 45° Gehrung, Breite§240§mm|§Schnittkapazität 45° Gehrung§104 x 240§mm|§Schnittkapazität bei 45° Neigung, Höhe§40§mm|§Schnittkapazität bei 45° Neigung, Breite§341§mm|§Schnittkapazität 45°-Neigung§40 x 341§mm|§Gehrungseinstellung, links§52§°|§Gehrungseinstellung, rechts§60§°|§Gehrungseinstellung§52 ° L / 60 ° R§|§Werkzeugabmessungen (Breite)§565§mm|§Werkzeugabmessungen (Länge)§630§mm|§Werkzeugabmessungen (Höhe)§790§mm|§Werkzeugabmessungen (Breite x Länge x Höhe)§565 x 630 x 790§mm|§Leerlaufdrehzahl, von§2.550§min-1|§Leerlaufdrehzahl, bis zu§4.000§min-1|§Leerlaufdrehzahl§2.550 – 4.000§min-1|§Sägeblattbohrungs-Ø§30§mm|§Unterteilung der Produktkategorien§Akku-Kapp- und Gehrungssäge BITURBO§",,,'https://www.nexmart.com/media/catalog/ampshare/bosch/img-rd-331495-117_jpg/detail.jpg/normal.jpg,0.5720000000000001,0.585,0.7829999999999999,32.7,,main_product,1,,,,,,,,Akku-Kapp- und Gehrungssäge BITURBO GCM18V-305 GDC,GCM 18V-305 GDC (C),"Akku-Kapp- und Gehrungssäge BITURBO GCM 18V-305 GDC, Die Akku-Kapp- und Gehrungssäge GCM 18V-305 GDC Professional BITURBO bietet eine leistungsstarke Schnitttiefe mit Schnitten bis zu 120 mm. Der bürstenlose Motor der Kapp- und Gehrungssäge wurde für die ProCORE18V-Technologie umfassend optimiert und liefert kabellose Leistung, die der eines Kabelgeräts mit 2.000 W entspricht. Diese Säge bietet ein User Interface und Konnektivität für schnelles Prüfen des Akkuladestatus sowie Drehzahlvorwahl inklusive ECO-Modus. Merkmale wie der werkzeuglose Sägeblattwechsel, die Neigungseinstellung an der Vorderseite und die Motorbremse sorgen für mehr Sicherheit bei der Säge. Das Werkzeug ist ideal für Schifterschnitte und eine Vielzahl von Materialen. Die Säge kann auf zahlreiche verschiedene Bosch GTA-Arbeitstische montiert werden. Diese Kapp- und Gehrungssäge ist kompatibel mit allen Bosch Professional 18V-Akkus und -Ladegeräten (Professional 18V System). für maximale Leistung ProCORE18V ≥ 5,5 Ah verwenden. Auch kompatibel mit AMPShare, der markenübergreifenden Akku-Allianz. Die GCM 18V-305 GDC Professional liefert mit nur einem Akku volle Leistung, auch bei schwierigen Anwendungen. Drehzahlvorwahl und das große Angebot an Bosch Sägeblättern machen diese Kapp- und Gehrungssäge perfekt für die Arbeit mit fast jedem Material. 1 x Akkusägeblatt, Expert for Wood, 305 x 2,2/1,6 x 30 mm, 60 (2 608 644 528). Einlegeplatte (1 609 B02 375). 1 x Bluetooth Low Energy Modul GCY 42 Professional (1 600 A01 6NH). Karton. Staubsack (ET-Nr. 1 609 B05 010). SDS-Sägeblattarretierung (ET-Nr. 1 609 B05 323). Klemme (1 609 B06 203). Innensechskant (ET-Nr. 1 609 B00 256)",de,BOSCH,False,11,bad
0 601 B43 000,0601B43000,,"§Neigungseinstellung, links§47§°|§Neigungseinstellung, rechts§47§°|§Neigungseinstellung§47 ° L / 47 ° R§|§Titel§Akku-Kapp- und Gehrungssäge BITURBO GCM 18V-305 GDC Professional§|§Neuheit bis§01.12.2020§|§SOL Datum§20.11.2020§|§Verpackungsabmessungen (Breite)§585§mm|§Verpackungsabmessungen (Länge)§783§mm|§Verpackungsabmessungen (Höhe)§572§mm|§Verpackungsabmessungen (Breite x Länge x Höhe)§585 x 783 x 572§mm|§Akkuspannung§18,0 V§|§Sägeblattdurchmesser§305§mm|§Gewicht§26,6§kg|§Schnittkapazität bei 0°, Höhe§104§mm|§Schnittkapazität bei 0°, Breite§341§mm|§Schnittkapazität 0°§104 x 341§mm|§Schneidekapazität 0° mit Abstandshalter (max. vertikal), Höhe§120§mm|§Schneidekapazität 0° mit Abstandshalter (max. vertikal), Breite§200§mm|§Schnittkapazität 0° mit Abstandshalter (max. vertikal)§120 x 200§mm|§Schneidekapazität 0° mit Abstandshalter (max. horizontal), Höhe§45§mm|§Schneidekapazität 0° mit Abstandshalter (max. horizontal), Breite§400§mm|§Schnittkapazität 0° mit Abstandshalter (max. horizontal)§45 x 400§mm|§Schnittkapazität bei 45° Gehrung, Höhe§104§mm|§Schnittkapazität bei 45° Gehrung, Breite§240§mm|§Schnittkapazität 45° Gehrung§104 x 240§mm|§Schnittkapazität bei 45° Neigung, Höhe§40§mm|§Schnittkapazität bei 45° Neigung, Breite§341§mm|§Schnittkapazität 45°-Neigung§40 x 341§mm|§Gehrungseinstellung, links§52§°|§Gehrungseinstellung, rechts§60§°|§Gehrungseinstellung§52 ° L / 60 ° R§|§Werkzeugabmessungen (Breite)§565§mm|§Werkzeugabmessungen (Länge)§630§mm|§Werkzeugabmessungen (Höhe)§790§mm|§Werkzeugabmessungen (Breite x Länge x Höhe)§565 x 630 x 790§mm|§Leerlaufdrehzahl, von§2.550§min-1|§Leerlaufdrehzahl, bis zu§4.000§min-1|§Leerlaufdrehzahl§2.550 – 4.000§min-1|§Sägeblattbohrungs-Ø§30§mm|§Unterteilung der Produktkategorien§Akku-Kapp- und Gehrungssäge BITURBO§",,,'https://www.nexmart.com/media/catalog/ampshare/bosch/img-rd-331495-117_jpg/detail.jpg/normal.jpg,0.5720000000000001,0.585,0.7829999999999999,32.7,,main_product,1,,,,,,,,Cordless mitre saw BITURBO GCM18V-305 GDC,GCM 18V-305 GDC (C),,en,BOSCH,False,12,bad
