Manufacturer number,Article Number,EAN,Technical details,Product category,Technical specifications,Picture normal reduced,Depth m,Width m,Length m,Weight kg,Delivery time days,Type of product,Price quantity,ETIM Features,ETIM,ECLASS Features,ECLASS,PROFICLASS Features,PROFICLASS,Product features,Short description,Short description 2,Long description,Language,Manufacturer name,Is Complete,Missing Fields Count,Description Quality
0 611 914 001,0611914001,,"§Titel§Akku-Bohrhammer BITURBO mit SDS plus GBH 18V-34 CF Professional§|§Neuheit bis§01.04.2021§|§Werkzeugabmessungen (Länge)§430§mm|§Verpackungsabmessungen (Breite)§499§mm|§Verpackungsabmessungen (Länge)§618§mm|§Verpackungsabmessungen (Höhe)§147§mm|§Verpackungsabmessungen (Breite x Länge x Höhe)§499 x 618 x 147§mm|§Akkuspannung§18,0 V§|§Schlagenergie (gemäß EPTA 05/2016)§5,8§J|§Schlagzahl bei Nenndrehzahl, von§0§bpm|§Schlagzahl bei Nenndrehzahl, bis zu§2.900§bpm|§Schlagzahl bei Nenndrehzahl§0 – 2.900§bpm|§Nenndrehzahl, von§0§min-1|§Nenndrehzahl, bis zu§500§min-1|§Nenndrehzahl§0 – 500§min-1|§Gewicht exkl. Akku§4,9§kg|§Werkzeugaufnahme§SDS plus§|§Bohr-Ø Beton mit Hammerbohrern, von§8§mm|§Bohr-Ø Beton mit Hammerbohrern, bis§32§mm|§Bohr-Ø in Beton mit Hammerbohrern§8 – 32§mm|§Rec. app. range in concr. with ham. dr. bits, from§12§mm|§Rec. app. range in concr. with hammer dr. bits, to§30§mm|§Optimaler Einsatzbereich Beton mit Hammerbohrern§12 – 30§mm|§Max. Bohrdurchmesser in Metall§13§mm|§Max. Bohr-Ø Holz§40§mm|§Unterteilung der Produktkategorien§Akku-Bohrhammer BITURBO mit SDS plus§",,,'https://www.nexmart.com/media/catalog/ampshare/bosch/img-rd-316331-117_jpg/detail.jpg/normal.jpg,0.147,0.499,0.618,5.013999999999999,,main_product,1,,,,,,,,Akku-Bohrhammer BITURBO mit SDS plus GBH 18V-34 CF,,"Akku-Bohrhammer BITURBO mit SDS plus GBH 18V-34 CF, Perfekt für anspruchsvolle Arbeiten in Beton – der GBH 18V-34 CF Professional von Bosch ist der leistungsstärkste SDS plus-Akku-Hammer, ideal für anspruchsvolle Anwendungen. Dank der BITURBO Brushless Technologie und ProCORE18V-Akku bietet dieses Kraftpaket eine herausragende Leistung von 5,8 J und ist damit der leistungsstärkste Akku-Hammer mit SDS plus in seiner Klasse. Dank Sanftanlauffunktion für präzises Meißeln und 3 verschiedener Betriebsarten (Auto, Favorite, Soft), über die für jede Aufgabe die richtige Einstellung sichergestellt wird, ist während der Arbeit eine perfekte Werkzeugkontrolle garantiert. Der 18V-34 CF ist gleichzeitig der intelligenteste SDS plus-Hammer mit Anzeige des Werkzeugstatus in Echtzeit über das User Interface und der Möglichkeit zur individuellen Anpassung über Bluetooth Connectivity zur Bosch Toolbox App. Dieses Werkzeug eignet sich bestens zum Hammerbohren und Meißeln in Beton, Ziegelstein und Stein. Das Gerät ist kompatibel mit allen Bosch Professional 18V-Akkus und -Ladegeräten (Professional 18V System). Für maximale Leistung: ProCORE18V ≥ 8,0 Ah. Auch kompatibel mit AMPShare, der markenübergreifenden Akku-Allianz. 1 x Bluetooth Low Energy Modul GCY 42 Professional (1 600 A01 3WF). Handwerkerkoffer (ET-Nr. 1 605 438 1G2). Zusatzhandgriff (2 608 000 703). Tiefenanschlag (ET-Nr. 1 613 001 009). Wechselfutter SDS plus (2 608 000 704). Schnellwechselbohrfutter 1,5 - 13 mm (2 608 000 710). Fetttube (ET-Nr. 1 615 430 010). Maschinentuch (ET-Nr. 1 619 200 413)",de,BOSCH,False,12,bad
0 611 914 001,0611914001,,"§Titel§Akku-Bohrhammer BITURBO mit SDS plus GBH 18V-34 CF Professional§|§Neuheit bis§01.04.2021§|§Werkzeugabmessungen (Länge)§430§mm|§Verpackungsabmessungen (Breite)§499§mm|§Verpackungsabmessungen (Länge)§618§mm|§Verpackungsabmessungen (Höhe)§147§mm|§Verpackungsabmessungen (Breite x Länge x Höhe)§499 x 618 x 147§mm|§Akkuspannung§18,0 V§|§Schlagenergie (gemäß EPTA 05/2016)§5,8§J|§Schlagzahl bei Nenndrehzahl, von§0§bpm|§Schlagzahl bei Nenndrehzahl, bis zu§2.900§bpm|§Schlagzahl bei Nenndrehzahl§0 – 2.900§bpm|§Nenndrehzahl, von§0§min-1|§Nenndrehzahl, bis zu§500§min-1|§Nenndrehzahl§0 – 500§min-1|§Gewicht exkl. Akku§4,9§kg|§Werkzeugaufnahme§SDS plus§|§Bohr-Ø Beton mit Hammerbohrern, von§8§mm|§Bohr-Ø Beton mit Hammerbohrern, bis§32§mm|§Bohr-Ø in Beton mit Hammerbohrern§8 – 32§mm|§Rec. app. range in concr. with ham. dr. bits, from§12§mm|§Rec. app. range in concr. with hammer dr. bits, to§30§mm|§Optimaler Einsatzbereich Beton mit Hammerbohrern§12 – 30§mm|§Max. Bohrdurchmesser in Metall§13§mm|§Max. Bohr-Ø Holz§40§mm|§Unterteilung der Produktkategorien§Akku-Bohrhammer BITURBO mit SDS plus§",,,'https://www.nexmart.com/media/catalog/ampshare/bosch/img-rd-316331-117_jpg/detail.jpg/normal.jpg,0.147,0.499,0.618,5.013999999999999,,main_product,1,,,,,,,,Cordless rotary hammer BITURBO with SDS plus GBH 18V-34 CF,GBH 18V-34 CF (CC) solo CLC,,en,BOSCH,False,12,bad
0 601 6B5 000,06016B5000,,"§Sägeblattdurchmesser§190§mm|§Sägeblattbohrungs-Ø§30§mm|§Max. Schnittkapazität in Holz (90°)§70§mm|§Max. Schnittkapazität in Holz (45°)§49,5§mm|§Titel§Akku-Kreissäge BITURBO GKS 18V-68 C Professional§|§Neuheit bis§01.12.2020§|§Verpackungsabmessungen (Breite)§280§mm|§Verpackungsabmessungen (Länge)§435§mm|§Verpackungsabmessungen (Höhe)§245§mm|§Verpackungsabmessungen (Breite x Länge x Höhe)§280 x 435 x 245§mm|§Akkuspannung§18,0 V§|§Gewicht inkl. Akku§0,0§kg|§Leerlaufdrehzahl, von§5.000§min-1|§Leerlaufdrehzahl§5.000§min-1|§Gewicht exkl. Akku§4§kg|§Führungsschienenkompatibel§Nein§|§Max. Schnittkapazität in Metall (90°)§0§mm|§Unterteilung der Produktkategorien§Akku-Kreissäge BITURBO§",,,'https://www.nexmart.com/media/catalog/ampshare/bosch/img-rd-319929-117_jpg/detail.jpg/normal.jpg,0.245,0.28,0.435,4.654,,main_product,1,,,,,,,,"Akku-Kreissäge BITURBO GKS 18V-68 C mit Parallelanschlag, 1x Kreissägeblatt",GKS 18V-68 C (C) solo CLC,"Akku-Kreissäge BITURBO GKS 18V-68 C, Hohe Leistung – Die Kreissäge GKS 18V-68 C Professional bietet höhere Schnittgeschwindigkeiten und längere Laufzeiten als kabelgebundene Sägen. Dieses leistungsstarke BITURBO18V-Werkzeug mit bürstenlosem Motor liefert eine außergewöhnlich starke Leistung, die der einer kabelgebundenen 1.800-W-Säge entspricht, bietet aber gleichzeitig umfassende Wendigkeit und kabellose Freiheit. Dank der hervorragenden Ergonomie der Säge und einem innovativen Zusatzhandgriff ist in allen Schnittpositionen eine ideale Werkzeugkontrolle möglich. Mit einer Schnitttiefe von bis zu 70 mm bei 90°-Schnitten erreicht diese Kreissäge eine ausgezeichnete Schnittleistung. Die GKS 18V-68 C eignet sich zum Sägen von Holz oder Holzverbundstoffen. Verwendbar mit dem Bosch Click & Clean-Staubabsaugsystem und Staubsäcken. Das Gerät ist mit allen Bosch Professional 18-Volt-Akkus und -Ladegeräten kompatibel. Für maximale Leistung: ProCORE18V ≥ 5,5 Ah. Auch kompatibel mit AMPShare, der markenübergreifenden Akku-Allianz. Die GKS 18V-68 C Professional ist außerdem mit einem Schnellbremssystem, einem Überlast- und Wiederanlaufschutz, einer Spindelarretierung und einem eingebauten, um 360° drehbaren Absaugstutzen ausgestattet. Parallelanschlag (1 608 190 007). 1 x Kreissägeblatt, Standard for Wood, 190 x 30 x 1,6 mm (2 608 837 708). Karton",de,BOSCH,False,11,bad
0 601 6B5 000,06016B5000,,"§Sägeblattdurchmesser§190§mm|§Sägeblattbohrungs-Ø§30§mm|§Max. Schnittkapazität in Holz (90°)§70§mm|§Max. Schnittkapazität in Holz (45°)§49,5§mm|§Titel§Akku-Kreissäge BITURBO GKS 18V-68 C Professional§|§Neuheit bis§01.12.2020§|§Verpackungsabmessungen (Breite)§280§mm|§Verpackungsabmessungen (Länge)§435§mm|§Verpackungsabmessungen (Höhe)§245§mm|§Verpackungsabmessungen (Breite x Länge x Höhe)§280 x 435 x 245§mm|§Akkuspannung§18,0 V§|§Gewicht inkl. Akku§0,0§kg|§Leerlaufdrehzahl, von§5.000§min-1|§Leerlaufdrehzahl§5.000§min-1|§Gewicht exkl. Akku§4§kg|§Führungsschienenkompatibel§Nein§|§Max. Schnittkapazität in Metall (90°)§0§mm|§Unterteilung der Produktkategorien§Akku-Kreissäge BITURBO§",,,'https://www.nexmart.com/media/catalog/ampshare/bosch/img-rd-319929-117_jpg/detail.jpg/normal.jpg,0.245,0.28,0.435,4.654,,main_product,1,,,,,,,,"Cordless circular saw BITURBO GKS 18V-68 C with parallel guide, 1x saw blade",GKS 18V-68 C (C) solo CLC,,en,BOSCH,False,12,bad
0 611 913 000,0611913000,,"§Titel§Akku-Bohrhammer BITURBO mit SDS max GBH 18V-45 C Professional§|§Neuheit bis§18.01.2021§|§Werkzeugabmessungen (Länge)§545§mm|§Verpackungsabmessungen (Breite)§411§mm|§Verpackungsabmessungen (Länge)§618§mm|§Verpackungsabmessungen (Höhe)§149§mm|§Verpackungsabmessungen (Breite x Länge x Höhe)§411 x 618 x 149§mm|§Akkukapazität§12,0§Ah|§Akkuspannung§18,0 V§|§Schlagenergie (gemäß EPTA 05/2016)§12,5§J|§Schlagzahl bei Nenndrehzahl, von§0§bpm|§Schlagzahl bei Nenndrehzahl, bis zu§2.740§bpm|§Schlagzahl bei Nenndrehzahl§0 – 2.740§bpm|§Nenndrehzahl, von§0§min-1|§Nenndrehzahl, bis zu§300§min-1|§Nenndrehzahl§0 – 300§min-1|§Gewicht exkl. Akku§8§kg|§Werkzeugaufnahme§SDS max§|§Bohr-Ø Beton mit Hammerbohrern, von§12§mm|§Bohr-Ø Beton mit Hammerbohrern, bis§45§mm|§Bohr-Ø in Beton mit Hammerbohrern§12 – 45§mm|§Rec. app. range in concr. with ham. dr. bits, from§20§mm|§Rec. app. range in concr. with hammer dr. bits, to§40§mm|§Optimaler Einsatzbereich Beton mit Hammerbohrern§20 – 40§mm|§Unterteilung der Produktkategorien§Akku-Bohrhammer BITURBO mit SDS max§",,,'https://www.nexmart.com/media/catalog/ampshare/bosch/img-rd-304306-117_jpg/detail.jpg/normal.jpg,0.149,0.41100000000000003,0.618,7.8,,main_product,1,,,,,,,,"Akku-Bohrhammer BITURBO mit SDS max GBH 18V-45 C, Handwerkerkoffer",GBH 18V-45 C (CC) solo CLC,"Akku-Bohrhammer BITURBO mit SDS max GBH 18V-45 C, Der Bohrhammer GBH 18V-45 C Professional kombiniert kabellose Freiheit mit der Leistung eines Netzgeräts. Sein neuer leistungsstarker bürstenloser Motor und die neuen ProCORE18V-Akkus liefern 12,5 Joule Schlagenergie mit ausreichend Leistung selbst für die anspruchvollsten SDS max-Anwendungen. Gleichzeitig sorgt der optimierte Antriebsstrang für eine deutliche Gewichtsreduzierung des GBH 18V-45 C, was ihn selbst mit einem ProCORE18V 12.0Ah-Akku leichter als vergleichbare kabelgebundene Produkte macht. Zusätzlich zur Überlastkupplung besitzt der GBH 18V-45 C die Funktion KickBack Control, die einen plötzlichen Verlust der Werkzeugkontrolle erkennt. Wenn der Bohrer sich z. B. verkantet, schaltet der Akku-Bohrhammer sofort ab, um das Risiko für Hand- und Armverletzungen zu verringern. Der Bohrhammer eignet sich perfekt zum Bohren und Meißeln in Beton, Stein, Felsgestein und Mauerwerk und ist kompatibel mit allen Bosch Professional 18V-Akkus und -Ladegeräten (Professional 18V System). Für maximale Leistung mit Akku ProCORE18V ≥ 5,5 Ah verwenden. Auch kompatibel mit AMPShare, der markenübergreifenden Akku-Allianz. Das Gerät ist mit KickBack Control ausgestattet, um die Gefahr plötzlicher Werkzeugreaktionen unter Blockadebedingungen durch automatisches Abschalten des Werkzeugs zu reduzieren. Die Sanftanlauftechnologien Electronic Precision Control und Adaptive Speed Control ermöglichen komfortables und präzises Arbeiten beim Bohren und Meißeln. Ein intelligentes User Interface mit Bluetooth Connectivity hilft unerwartete Arbeitsunterbrechungen zu vermeiden und ermöglicht sofortige Updates und individuelle Werkzeugeinstellungen. 1 x Bluetooth Low Energy Modul GCY 42 Professional (1 600 A01 6NH). Zusatzhandgriff (1 607 031 2E7). Fetttube (ET-Nr. 1 615 430 010). Handwerkerkoffer. Maschinentuch",de,BOSCH,False,11,bad
0 611 913 000,0611913000,,"§Titel§Akku-Bohrhammer BITURBO mit SDS max GBH 18V-45 C Professional§|§Neuheit bis§18.01.2021§|§Werkzeugabmessungen (Länge)§545§mm|§Verpackungsabmessungen (Breite)§411§mm|§Verpackungsabmessungen (Länge)§618§mm|§Verpackungsabmessungen (Höhe)§149§mm|§Verpackungsabmessungen (Breite x Länge x Höhe)§411 x 618 x 149§mm|§Akkukapazität§12,0§Ah|§Akkuspannung§18,0 V§|§Schlagenergie (gemäß EPTA 05/2016)§12,5§J|§Schlagzahl bei Nenndrehzahl, von§0§bpm|§Schlagzahl bei Nenndrehzahl, bis zu§2.740§bpm|§Schlagzahl bei Nenndrehzahl§0 – 2.740§bpm|§Nenndrehzahl, von§0§min-1|§Nenndrehzahl, bis zu§300§min-1|§Nenndrehzahl§0 – 300§min-1|§Gewicht exkl. Akku§8§kg|§Werkzeugaufnahme§SDS max§|§Bohr-Ø Beton mit Hammerbohrern, von§12§mm|§Bohr-Ø Beton mit Hammerbohrern, bis§45§mm|§Bohr-Ø in Beton mit Hammerbohrern§12 – 45§mm|§Rec. app. range in concr. with ham. dr. bits, from§20§mm|§Rec. app. range in concr. with hammer dr. bits, to§40§mm|§Optimaler Einsatzbereich Beton mit Hammerbohrern§20 – 40§mm|§Unterteilung der Produktkategorien§Akku-Bohrhammer BITURBO mit SDS max§",,,'https://www.nexmart.com/media/catalog/ampshare/bosch/img-rd-304306-117_jpg/detail.jpg/normal.jpg,0.149,0.41100000000000003,0.618,7.8,,main_product,1,,,,,,,,"Cordless rotary hammer BITURBO with SDS max GBH 18V-45 C, craftsman case",GBH 18V-45 C (CC) solo CLC,,en,BOSCH,False,12,bad
0 601 6C1 100,06016C1100,4059952610627,,,,'https://www.nexmart.com/media/catalog/ampshare/bosch/img-rd-389408-117_jpg/detail.jpg/normal.jpg,0.3,0.245,0.44,2.9,,main_product,1,,,,,,,,Akku-Kreissäge GKS 18V-57-2 L,GKS 18V-57-2 L (solo/ C),"Akku-Kreissäge GKS 18V-57-2 L, Die kompakte Akku-Kreissäge GKS 18V 57-2 L Professional – mit linksseitigem Sägeblatt – liefert dank ihres kraftvollen, bürstenlosen Motors eine beeindruckende Leistung. Das 165-mm-Sägeblatt erlaubt eine Schnitttiefe von 57 mm bei 90°-Schnitten und wurde für kabelfreies Arbeiten optimiert, so dass sowohl ein schneller Schnittfortschritt als auch eine maximale Akkulaufzeit gewährleistet sind. Sie ist mit einem um 360° drehbaren Absaugstutzen ausgestattet, der mit dem Click&Clean System kompatibel ist. Dies fördert eine hohe Staubabsaugeffizienz und garantiert dem Anwender einen höheren Gesundheitsschutz. Die GKS 18V 57-2 L Professional eignet sich zum Sägen von Holz und Holzverbundstoffen. Sie ist kompatibel mit dem Bosch Professional 18V System. Für maximale Leistung ProCORE ≥ 5,5 Ah verwenden. Auch kompatibel mit AMPShare, der markenübergreifenden Akku-Allianz. Sie ist mit Schnellbremssystem, Staubblasfunktion, LED-Licht, Vorderhandgriff für perfekte Kontrolle und Spindelarretierung ausgestattet. Außerdem bietet sie die Möglichkeit zur Befestigung eines separaten Lattenhakens. Karton. 1 x Parallelanschlag (2 608 000 822). 1 x Kreissägeblatt, Standard for Wood, 165 x 1,5/1,0 x 20 mm, 24 (2 608 842 861)",de,BOSCH,False,11,bad
0 601 6C1 100,06016C1100,4059952610627,,,,'https://www.nexmart.com/media/catalog/ampshare/bosch/img-rd-389408-117_jpg/detail.jpg/normal.jpg,0.3,0.245,0.44,2.9,,main_product,1,,,,,,,,Cordless circular saw GKS 18V-57-2 L,GKS 18V-57-2 L (solo/ C),,en,BOSCH,False,12,bad
0 601 5B2 001,06015B2001,4059952589084,,,,'https://www.nexmart.com/media/catalog/ampshare/bosch/img-rd-388801-117_jpg/detail.jpg/normal.jpg,0.23,0.1,0.29,1.931,,main_product,1,,,,,,,,Akku-Stichsäge GST 18V-125 S,GST 18V-125 S (solo/ C),"Akku-Stichsäge GST 18V-125 S, Das robuste Design und der kraftvolle bürstenlose Motor der GST 18V-125 S Professional (mit Stabgriff) sorgen für eine hervorragende Laufzeit und längere Lebensdauer des Werkzeugs. Die Akku-Stichsäge mit einem optimalen Preis-Leistungsverhältnis in ihrem Segment ist ein zuverlässiger Problemlöser für alle Anwendungen. Die GST 18V-125 S Professional bietet eine einfache Lösung, die auf wichtige Kernfunktionen wie SDS-Sägeblatthalter, LED, 4-stufigen Pendelhub, Staubblasfunktion und Drehzahlvorwahl fokussiert ist. Diese Akku-Stichsäge eignet sich ideal für Rund- und Querschnitte in Massivholz, Spanplatten und Holzverbundwerkstoffen sowie in dickeren oder härteren Materialien. Mit Adapter kann sie mit Führungsschienen verwendet werden. Das Werkzeug ist kompatibel mit externer Staubabsaugung und allen Bosch Professional 18V-Akkus und -Ladegeräten (Professional 18V System). Auch kompatibel mit AMPShare, der markenübergreifenden Akku-Allianz. Die Fußplatte der GST 18V-125 S Professional kann bis auf einen Winkel von 45° für Neigungsschnitte eingestellt werden. Das Werkzeug wird mit einer abnehmbaren Kunststoff-Abdeckhaube für den Schutz von empfindlichen Werkstücken geliefert. 1 x Stichsägeblatt T 144 D, Speed for Wood (separat erhältlich als 3er-Pack: 2 608 630 560). Absaug-Set (ET-Nr. 1 619 P17 472). Spanreißschutz (2 601 016 096)",de,BOSCH,False,11,bad
0 601 5B2 001,06015B2001,4059952589084,,,,'https://www.nexmart.com/media/catalog/ampshare/bosch/img-rd-388801-117_jpg/detail.jpg/normal.jpg,0.23,0.1,0.29,1.931,,main_product,1,,,,,,,,Cordless jigsaw GST 18V-125 S,GST 18V-125 S (solo/ C),,en,BOSCH,False,12,bad
ESG105RMCPCFB,ESG105RMCPCFB,4059577030725,§Ausführung/Betätigung§akku-hydraulisch§|§Geeignet für max. Kabeldurchmesser§105§mm|§Max. Kabelquerschnitt§8660§mm²|§Geeignet für mehrdrähtige Leiter§true§|§Geeignet für feindrähtige Leiter§false§|§Geeignet für massive Leiter§true§|§Geeignet für Stahldrahtumflechtung§false§|§Gesamtlänge§620§mm|§Schneidkopf auswechselbar§false§|§Schneidbacken auswechselbar§true§|§Mit Abisolierfunktion§false§|§Isoliert§false§|§Schutzisoliert 1000 V§false§|§Griffausführung§2-Komponenten§|§Mit Aufprallschutz§false§|§VDE-geprüft§false§,,,,,,,17.3,,,1,§Ausführung/Betätigung§akku-hydraulisch§§|§Geeignet für max. Kabeldurchmesser§105§§|§Max. Kabelquerschnitt§8660§§|§Geeignet für mehrdrähtige Leiter§true§§|§Geeignet für feindrähtige Leiter§false§§|§Geeignet für massive Leiter§true§§|§Geeignet für Stahldrahtumflechtung§false§§|§Gesamtlänge§620§§|§Schneidkopf auswechselbar§false§§|§Schneidbacken auswechselbar§true§§|§Mit Abisolierfunktion§false§§|§Isoliert§false§§|§Schutzisoliert 1000 V§false§§|§Griffausführung§2-Komponenten§§|§Mit Aufprallschutz§false§§|§VDE-geprüft§false§§,EC000142,,,,,,Akkuhydraulisches Schneidwerkzeug mit Fernbedienung Ø 105 mm Bosch,,"Akkuhydraulisches Schneidwerkzeug mit Fernbedienung Ø 105 mm Bosch, deutsches Display",de,GUSTAV KLAUKE GMBH,False,14,bad
LBOXXEK354CFB,LBOXXEK354CFB,4012078922135,§Geeignet für§Kabelschuhe und Verbinder§|§Pressform§universal (Wechseleinsätze)§|§Querschnitt§6§mm²|§AWG-Bereich§6§|§Länge§360§mm|§Mit Sperrvorrichtung (bei mechanischen Werkzeugen)§false§|§Ausführung/Betätigung§akku-hydraulisch§|§Einsätze auswechselbar§true§|§Anzahl der mitgelieferten Einsätze§1§|§Mit automatischem Rücklauf§true§|§Zykluszeit§-§s|§Presskraft§-§kN,,,,,,,5.31,,,1,§Geeignet für§Kabelschuhe und Verbinder§§|§Pressform§universal (Wechseleinsätze)§§|§Querschnitt§6§§|§AWG-Bereich§6§§|§Länge§360§§|§Mit Sperrvorrichtung (bei mechanischen Werkzeugen)§false§§|§Ausführung/Betätigung§akku-hydraulisch§§|§Einsätze auswechselbar§true§§|§Anzahl der mitgelieferten Einsätze§1§§|§Mit automatischem Rücklauf§true§§|§Zykluszeit§-§§|§Presskraft§-§§,EC000168,,,,,,"L-BOXX mit akkuhydraulischem Presswerkzeug, 6-150 mm², Akku Bosch",,"L-BOXX mit akkuhydraulischem Presswerkzeug EK354CFB, 6-150 mm², Akku Hersteller Bosch",de,GUSTAV KLAUKE GMBH,False,14,bad
LBOXXEKM60IDCFB,LBOXXEKM60IDCFB,4012078922340,§Geeignet für§verschiedene Anwendungen§|§Pressform§Dornpressung§|§Querschnitt§10§mm²|§AWG-Bereich§10§|§Länge§429§mm|§Mit Sperrvorrichtung (bei mechanischen Werkzeugen)§false§|§Ausführung/Betätigung§akku-hydraulisch§|§Einsätze auswechselbar§false§|§Anzahl der mitgelieferten Einsätze§1§|§Mit automatischem Rücklauf§true§|§Zykluszeit§-§s|§Presskraft§-§kN,,,,,,,6.45,,,1,§Geeignet für§verschiedene Anwendungen§§|§Pressform§Dornpressung§§|§Querschnitt§10§§|§AWG-Bereich§10§§|§Länge§429§§|§Mit Sperrvorrichtung (bei mechanischen Werkzeugen)§false§§|§Ausführung/Betätigung§akku-hydraulisch§§|§Einsätze auswechselbar§false§§|§Anzahl der mitgelieferten Einsätze§1§§|§Mit automatischem Rücklauf§true§§|§Zykluszeit§-§§|§Presskraft§-§§,EC000168,,,,,,"L-BOXX mit akkuhydraulischem Presswerkzeug, 10-240 mm², Akku Bosch",,"L-BOXX mit akkuhydraulischem Presswerkzeug EKM60IDCFB, 10 - 240 mm², Akku Hersteller Bosch",de,GUSTAV KLAUKE GMBH,False,14,bad
LS100FLEXCFB,LS100FLEXCFB,4012078964517,§Lochergrößen§152.4§mm|§Lochergrößen PG§48§|§Lochergrößen ISO§63§|§Anzahl der Blechlocher§0§|§Anzahl der Zugbolzen§2§|§Zu bearbeitender Werkstoff§sonstige§|§Mit Werkzeug§true§|§Betätigungsart hydraulisch§true§|§Betätigungsart mechanisch§false§|§Spaltlocher§false§|§Mit Koffer/Tasche§true§,,,,,,,6.05,,,1,§Lochergrößen§152.4§§|§Lochergrößen PG§48§§|§Lochergrößen ISO§63§§|§Anzahl der Blechlocher§0§§|§Anzahl der Zugbolzen§2§§|§Zu bearbeitender Werkstoff§sonstige§§|§Mit Werkzeug§true§§|§Betätigungsart hydraulisch§true§§|§Betätigungsart mechanisch§false§§|§Spaltlocher§false§§|§Mit Koffer/Tasche§true§§,EC002121,,,,,,"Lochstanze m. drehb. Kopf mit Bosch Akku, mit Zubehör im Koffer",,"LS 100 FLEX Akkuhydraulisches Stanzwerkzeug, hohe Flexibilität mittels drehbaren Kopf 360°, ein integrierter Drucksensor erhöht die Lebensdauer der Lochstempel, automatische Endabschaltung erhöht die Standzeiten der Werkzeuge. Bosch 18V Plattform",de,GUSTAV KLAUKE GMBH,False,14,bad
